name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Game Design and Development with Roblox® – Wize Academy,At least 6 but less than 14,Richcraft Rec Complex-Kanata,85082,"Video game design is comprised of many different technical and abstract components and in this program, children will learn basic Lua programming while they develop a game project. We provide a constructive and safe space for students to learn and apply the same concepts that real life programmers and game designers use to create video games. As your child codes and taps into their critical thinking skills, they’ll be able to see the results of their programming by watching their game transform. Camp offered in collaboration with Wize Academy.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/game-design-and-development-with-roblox-wize-academy/85082,20,"Age at least 6 yrs but less than 14 yrs,",12:30 PM - 4:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,12:30 PM - 4:00 PM,90489,"Mon,Tue,Wed,Thu,Fri"
Glee Camp Adventure,At least 6 but less than 13,Old Town Hall (Kanata),69840,"<div><div><div><div>Love to sing? Learn how to read music notes, exercises to train your voice and harmonization. Camp activities each day with one out-trip during the week.</div></div></div></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/glee-camp-adventure/69840,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,75247,"Mon,Tue,Wed,Thu,Fri"
Harry Potter Adventure,At least 6 but less than 13,Pat Clark Cmty Centre,69106,"<div>Let the sorting hat place you in a Hogwarts House, play the muggle version of Quidditch, take Hogwarts-inspired lessons like Potions, Transfiguration, Care of Magical Creatures and Dueling. You may even take part in a Tri-Wizard Tournament or Philosopher’s Stone Challenge. Includes a special guest or an out-trip.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/harry-potter-adventure/69106,25,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,74513,"Mon,Tue,Wed,Thu,Fri"
Harry Potter Adventure,At least 6 but less than 13,Pat Clark Cmty Centre,69207,"<div>Let the sorting hat place you in a Hogwarts House, play the muggle version of Quidditch, take Hogwarts-inspired lessons like Potions, Transfiguration, Care of Magical Creatures and Dueling. You may even take part in a Tri-Wizard Tournament or Philosopher’s Stone Challenge. Includes a special guest or an out-trip.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/harry-potter-adventure/69207,25,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,74614,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81616,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81616,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,87023,"Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81617,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81617,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87024,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81618,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81618,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,87025,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81619,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81619,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87026,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81620,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81620,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87027,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81628,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81628,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87035,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81625,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81625,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,87032,"Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 13,Walter Baker Sports Centre,81630,"<div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/81630,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87037,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 9,Nepean Sportsplex,75621,"<div><div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/75621,24,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,81028,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 9,Nepean Sportsplex,75612,"<div><div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/75612,24,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,81019,"Mon,Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 9,Nepean Sportsplex,75618,"<div><div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/75618,24,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,81025,"Tue,Wed,Thu,Fri"
Hip Hop,At least 6 but less than 9,Nepean Sportsplex,75573,"<div><div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities each day.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop/75573,24,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,80980,"Tue,Wed,Thu,Fri"
Hip Hop and Swim,At least 6 but less than 9,Nepean Sportsplex,78561,"<div><div>Floating, gliding, popping, and locking - hip hop is full of high-energy moves. Performance on the last day. Camp activities including swimming throughout the week.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hip-hop-and-swim/78561,24,"Age at least 6 yrs but less than 9 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,83968,"Mon,Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80594,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80594,24,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,86001,"Mon,Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80599,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80599,24,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,86006,"Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80603,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80603,24,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,86010,"Mon,Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80607,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80607,24,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,86014,"Mon,Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 10,Nepean Sportsplex,80082,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/80082,24,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,85489,"Mon,Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 13,Ray Friel Rec Cplx,71417,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/71417,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,76824,"Mon,Tue,Wed,Thu,Fri"
Hockey Development,At least 6 but less than 11,Ray Friel Rec Cplx,71198,Develop skating and individual hockey skills. During on-ice or off-ice instruction sportsmanship and teamwork will be the foundation. Not for goalies.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development/71198,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,76605,"Mon,Tue,Wed,Thu,Fri"
Hockey Development – Goalies,At least 6 but less than 10,Nepean Sportsplex,80619,"<div><div>During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-goalies/80619,2,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,86026,"Mon,Tue,Wed,Thu,Fri"
Hockey Development – Goalies,At least 6 but less than 10,Nepean Sportsplex,80616,"<div><div>During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-goalies/80616,2,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,86023,"Mon,Tue,Wed,Thu,Fri"
Hockey Development – Goalies,At least 6 but less than 10,Nepean Sportsplex,80628,"<div><div>During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-goalies/80628,2,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,86035,"Tue,Wed,Thu,Fri"
Hockey Development – Goalies,At least 6 but less than 10,Nepean Sportsplex,80631,"<div><div>During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-goalies/80631,2,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,86038,"Mon,Tue,Wed,Thu,Fri"
Hockey Development – Goalies,At least 6 but less than 10,Nepean Sportsplex,80635,"<div><div>During on-ice instruction and off-ice activities, sportsmanship and teamwork will be the foundation.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-development-goalies/80635,2,"Age at least 6 yrs but less than 10 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,86042,"Mon,Tue,Wed,Thu,Fri"
Hockey Game Play and Swim,At least 6 but less than 13,Ray Friel Rec Cplx,71183,"No instruction, just game play. Camp activities and swimming throughout the week. Full equipment including CSA-certified hockey helmet required.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-game-play-and-swim/71183,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,76590,"Mon,Tue,Wed,Thu,Fri"
Hockey Game Play and Swim,At least 6 but less than 13,Ray Friel Rec Cplx,71220,"No instruction, just game play. Camp activities and swimming throughout the week. Full equipment including CSA-certified hockey helmet required.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/hockey-game-play-and-swim/71220,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,76627,"Mon,Tue,Wed,Thu,Fri"
